FY	SN	MODEL	DEST	CHASSIS	LCD PANEL	LCD_LABEL	LCD_VENDOR	INVERTER/LD	I_LABEL/LD_LABEL	TCON	T_LABEL	MAIN BOARD	M_LABEL	PSU	PSU_LABEL	REMOTE COMMANDER	REMOTE COMMANDER_LABEL
FY07	All	KDL-40W3000		FIX2	180248813	LTY[Z]400HA01	S-LCD	178983811	LJ97-01181A	NA		A1362568A	FB2	A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-40X3000		FIX2	180248931	LTY400HC01	S-LCD	NA		NA		A1362569A	FB2	A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-40X3000		FIX2	180248911	LTY400HC01	S-LCD	178983821	LJ97-01158A	NA				A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-40X3500		FIX2	180248931	LTY400HC01	S-LCD	NA		NA		A1362569A	FB2	A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-40X3500		FIX2	180248911	LTY400HC01	S-LCD	178983821	LJ97-01158A	NA				A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-46W3000		FIX2	180248612	LTY[Z]460HT-LH1	S-LCD	178983912 (L)	LJ97-01182A	NA		A1362568A	FB2	A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-46W3000		FIX2				178984012 (R)	LJ97-01183A	NA						148036011	RM-ED010
FY07	All	KDL-46X3000		FIX2	180249131	LTY460HH-LH2	S-LCD	178983912 (L)	LJ97-01182A	NA		A1362569A	FB2	A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-46X3000		FIX2	180249111	LTY460HH-LH2	S-LCD	178984012 (R)	LJ97-01183A	NA				A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-46X3500		FIX2	180249131	LTY460HH-LH2	S-LCD	178983912 (L)	LJ97-01182A	NA		A1362569A	FB2	A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-46X3500		FIX2	180249111	LTY460HH-LH2	S-LCD	178984012 (R)	LJ97-01183A	NA				A1361279A	GF1	148036011	RM-ED010
FY07	All	KDL-52W3000		FIX2	180248712	LTZ520HA01	S-LCD	178984111 (RU)	LJ97-01252A	NA		A1362568A	FB2	A1361550A	GF2	148036011	RM-ED010
FY07	All	KDL-52W3000		FIX2				178984211 (RL)	LJ97-01253A							148036011	RM-ED010
FY07	All	KDL-52W3000		FIX2				178984311 (LU	LJ97-01254A							148036011	RM-ED010
FY07	All	KDL-52W3000		FIX2				178984411 (LL)	LJ97-01255A							148036011	RM-ED010
FY07	All	KDL-52W3000		FIX2	180259311	LTY[Z]520HB02	S-LCD	178995511 (LU)	LJ97-01453A	NA				A1361550A	GF2	148036011	RM-ED010
FY07	All	KDL-52W3000		FIX2				178995611 (LL)	LJ97-01454A							148036011	RM-ED010
FY07	All	KDL-52W3000		FIX2				178995711 (RU)	LJ97-01455A							148036011	RM-ED010
FY07	All	KDL-52W3000		FIX2				178995811 (RL)	LJ97-01456A							148036011	RM-ED010
FY07	All	KDL-52X3500		FIX2	180249032	LTY[Z]520HE03	S-LCD	178984111 (RU)	LJ97-01252A	178994812	LJ9401944H	A1362569A	FB2	A1361550A	GF2	148036011	RM-ED010
FY07	All	KDL-52X3500		FIX2	180249011	LTY[Z]520HC01	S-LCD	178984211 (RL)	LJ97-01253A	178986211	LJ9401943F			A1361550A	GF2	148036011	RM-ED010
FY07	All	KDL-52X3500		FIX2				178984311 (LU	LJ97-01254A							148036011	RM-ED010
FY07	All	KDL-52X3500		FIX2				178984411 (LL)	LJ97-01255A							148036011	RM-ED010
FY07	All	KDL-70X3500		FIX2	NA			NA		NA		A1466312A		A1359151A&A1433798A	G1P2 & G2P2	148036011	RM-ED010
FY07	All	KDL-20S4000		SE1	180205811	V201B1-L02	CMO	146898713				A1198236A	BDT	A1189417A	G3	147984711	RM-ED007
FY07	All	KDL-20S4000		SE1								994802367	BDT			147984711	RM-ED007
FY07	All	KDL-20S4000		SE1							06TV157R*	994802373	BDT			147984711	RM-ED007
FY07	All	KDL-20S4020		SE1	180205811	V201B1-L02	CMO	146898713				A1198236A	BDT	A1189417A	G3	147984711	RM-ED007
FY07	All	KDL-20S4020		SE1								994802367	BDT			147984711	RM-ED007
FY07	All	KDL-20S4020		SE1							06TV157R*	994802373	BDT			147984711	RM-ED007
FY07	All	KDL-26T3000		SE1A	180236811	T260XW02-VK	AUO	178978011	1926006305			A1503609A	BC	A1313866A	G1	148015811	RM-ED009
FY07	All	KDL-32D2600		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503611A	BC	A1257919A	G1	148015811	RM-ED009
FY07	All	KDL-32D2710		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503611A	BC	A1257919A	G1	148015811	RM-ED009
FY07	All	KDL-32D2810		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503611A	BC	A1257919A	G1	148015811	RM-ED009
FY07	All	KDL-32S2800		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503610A	BC	A1257921A	G1	148015811	RM-ED009
FY07	All	KDL-32S3000		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503611A	BC	A1257921A	G1	148015811	RM-ED009
FY07	All	KDL-32S3010		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503611A	BC	A1257921A	G1	148015811	RM-ED009
FY07	All	KDL-32S3020		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503611A	BC	A1257921A	G1	148015811	RM-ED009
FY07	All	KDL-32T2600		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503610A	BC	A1257921A	G1	148015811	RM-ED009
FY07	All	KDL-32T2800		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503611A	BC	A1257921A	G1	148015811	RM-ED009
FY07	All	KDL-32T3000		SE1A	180238013	T315XW02-VE	AUO	178978511	1926006326	NA		A1503611A	BC	A1257919A	G1	148015811	RM-ED009
FY07	All	KDL-40D2600		SE1A	180241012	LTZ400WT-LH3	S-LCD	178977111	LJ97-01042A	NA		A1503611A	BC	A1268617A	G3	148015811	RM-ED009
FY07	All	KDL-40D2710		SE1A	180241012	LTZ400WT-LH3	S-LCD	178977111	LJ97-01042A	NA		A1503611A	BC	A1268617A	G3	148015811	RM-ED009
FY07	All	KDL-40D2810		SE1A	180241012	LTZ400WT-LH3	S-LCD	178977111	LJ97-01042A	NA		A1503611A	BC	A1268617A	G3	148015811	RM-ED009
FY07	All	KDL-40S3000		SE1A	180241012	LTZ400WT-LH3	S-LCD	178977111	LJ97-01042A	NA		A1503611A	BC	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40S3010		SE1A	180241012	LTZ400WT-LH3	S-LCD	178977111	LJ97-01042A	NA		A1503611A	BC	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40T2800		SE1A	180241012	LTZ400WT-LH3	S-LCD	178977111	LJ97-01042A	NA		A1503611A	BC	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40T3000		SE1A	180241012	LTZ400WT-LH3	S-LCD	178977111	LJ97-01042A	NA		A1503611A	BC	A1268617A	G3	148015811	RM-ED009
FY07	All	KDL-32U2520		SE1T	180223721	T315XW02 V1	AUO	178972211	1926006201	NA		A1242773A	BDTR-2	A1189415A	G1	147984711	RM-ED007
FY07	All	KDL-32U2530		SE1T	180223721	T315XW02 V1	AUO	178972211	1926006201	NA		A1242773A	BDTR-2	A1189415A	G1	147984711	RM-ED007
FY07	All	KDL-40U2520		SE1T	180238611	LTA400WT-L05	SAMSUNG	178974111	LJ97-00860A	NA		A1242773A	BDTR-2	A1189416A	G2	147984711	RM-ED007
FY07	All	KDL-40U2530		SE1T	180219111	LTA400WS-L04	SAMSUNG							A1189416A	G2	147984711	RM-ED007
FY07	All	KDL-40U2530		SE1T	180238611	LTA400WT-L05	SAMSUNG	178974111	LJ97-00860A			A1242773A	BDTR-2	A1189416A	G2	147984711	RM-ED007
FY07	All	KLV-26U2520		SE1T	180226811	T260XW02	AUO	178972011	1926006180	NA		A1309116A	BDTR-2	A1189415A	G1	148033111	RM-EA006
FY07	All	KLV-26U2530		SE1T	180226811	T260XW02	AUO	178972011	1926006180	NA		A1309116A	BDTR-2	A1189415A	G1	148033111	RM-EA006
FY07	All	KLV-32U2520		SE1T	180223711	T315XW02	AUO	178972211	1926006201	NA		A1309116A	BDTR-2	A1189415A	G1	148033111	RM-EA006
FY07	All	KLV-32U2530		SE1T	180223711	T315XW02	AUO	178972211	1926006201	NA		A1309116A	BDTR-2	A1189415A	G1	148033111	RM-EA006
FY07	All	KLV-40U2520		SE1T	180238611	LTA400WT-L05	SAMSUNG	178974111	LJ97-00860A	NA		A1309116A	BDTR-2	A1189416A	G2	148033111	RM-EA006
FY07	All	KLV-40U2530		SE1T	180238611	LTA400WT-L05	SAMSUNG	178974111	LJ97-00860A	NA		A1309116A	BDTR-2	A1189416A	G2	148033111	RM-EA006
FY07	All	KDL-20B4030		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20B4030		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-20B4050		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20B4050		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-20G3000		SE2	180256411	V201V1-T03	CMO	178990111	IV35194T/B3	NA		A1368033A	B2	A1276471A	GS1	147968521	RM-ED005
FY07	All	KDL-20G3000		SE2								A1563481A	B2			147968521	RM-ED005
FY07	All	KDL-20G3030		SE2	180256411	V201V1-T03	CMO	178990111	IV35194T/B3	NA		A1368033A	B2	A1276471A	GS1	147968521	RM-ED005
FY07	All	KDL-20G3030		SE2								A1563481A	B2			147968521	RM-ED005
FY07	All	KDL-20S3000		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20S3000		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-20S3020		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20S3020		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-20S3030		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20S3030		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-20S3040		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20S3040		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-20S3050		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20S3050		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-20S3060		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20S3060		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-20S3070		SE2	180256611	T200XW02-VX	AUO	178990211	IV55194	NA		A1334484A	B1	A1334485A	GS1	148015811	RM-ED009
FY07	All	KDL-20S3070		SE2								A1563482A	B1			148015811	RM-ED009
FY07	All	KDL-23B4030		SE2	180265811	T230XW01-Vx	AUO	NA		NA		A1517426A	B1	A1486767A	GS5	148015811	RM-ED009
FY07	All	KDL-23B4030		SE2								A1563483A	B1			148015811	RM-ED009
FY07	All	KDL-23B4050		SE2	180265811	T230XW01-Vx	AUO	NA		NA		A1517426A	B1	A1486767A	GS5	148015811	RM-ED009
FY07	All	KDL-23B4050		SE2								A1563483A	B1			148015811	RM-ED009
FY07	All	KDL-26B4030		SE2	180256511	V260B1-L07	CMO	N/A		N/A	5537T07C01	A1498638A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26B4050		SE2	180256511	V260B1-L07	CMO	N/A		N/A	5537T07C01	A1498638A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26P3000		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26P3000		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26P3020		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26P3020		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26P3030		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26P3030		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26S2800		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26S2800		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26S2810		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26S2810		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26S2820		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26S2820		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26S3000		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26S3000		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26S3010		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26S3010		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26S3020		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26S3020		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26T2600		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26T2600		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26T260H		SE2	180256511	V260B1-L07	CMO	NA		NA		A1486565A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26T260H		SE2								A1563485A	B1			148015811	RM-ED009
FY07	All	KDL-26T2800		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26T2800		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-26U3000		SE2	180256511	V260B1-L07	CMO	NA		NA		A1454412A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26U3000		SE2								A1498637A	B1			148015811	RM-ED009
FY07	All	KDL-32P3000		SE2	180249411	LTA320WT-L06	SAMSUNG	178990711	LJ97-01327A	NA		A1336696A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-32P3000		SE2								A1498638A	B1			148015811	RM-ED009
FY07	All	KDL-32P3020		SE2	180249411	LTA320WT-L06	SAMSUNG	178990711	LJ97-01327A	NA		A1336696A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-32P3020		SE2								A1498638A	B1			148015811	RM-ED009
FY07	All	KDL-32P3030		SE2	180249411	LTA320WT-L06	SAMSUNG	178990711	LJ97-01327A	NA		A1336696A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-32P3030		SE2								A1498638A	B1			148015811	RM-ED009
FY07	All	KDL-32U3000		SE2	180249411	LTA320WT-L06	SAMSUNG	178990711	LJ97-01327A	NA		A1336696A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-32U3000		SE2								A1498638A	B1			148015811	RM-ED009
FY07	All	KDL-37P3000		SE2	180252412	T370XW02-V5	AUO	178996211	1926006361	NA		A1336697A	B1	A1276473A	GS3	148015811	RM-ED009
FY07	All	KDL-37P3000		SE2	180252421	T370XW02-V508	AUO	178996221	1926006179	NA		A1498639A	B1	A1531926A	GS3	148015811	RM-ED009
FY07	All	KDL-37P3000		SE2								A1555343A	B1			148015811	RM-ED009
FY07	All	KDL-37P3020		SE2	180252412	T370XW02-V5	AUO	178996211	1926006361	NA		A1336697A	B1	A1276473A	GS3	148015811	RM-ED009
FY07	All	KDL-37P3020		SE2	180252421	T370XW02-V508	AUO	178996221	1926006179	NA		A1498639A	B1	A1531926A	GS3	148015811	RM-ED009
FY07	All	KDL-37P3020		SE2								A1555343A	B1			148015811	RM-ED009
FY07	All	KDL-37P3030		SE2	180252412	T370XW02-V5	AUO	178996211	1926006361	NA		A1336697A	B1	A1276473A	GS3	148015811	RM-ED009
FY07	All	KDL-37P3030		SE2	180252421	T370XW02-V508	AUO	178996221	1926006179	NA		A1498639A	B1	A1531926A	GS3	148015811	RM-ED009
FY07	All	KDL-37P3030		SE2								A1555343A	B1			148015811	RM-ED009
FY07	All	KDL-37U3000		SE2	180252412	T370XW02-V5	AUO	178996211	1926006361	NA		A1336697A	B1	A1276473A	GS3	148015811	RM-ED009
FY07	All	KDL-37U3000		SE2	180252421	T370XW02-V508	AUO	178996221	1926006179	NA		A1498639A	B1	A1531926A	GS3	148015811	RM-ED009
FY07	All	KDL-37U3000		SE2								A1555343A	B1			148015811	RM-ED009
FY07	All	KDL-40P3000		SE2	180256711	T400XW01-V0	AUO	185700011 (M)	1926006384	NA		A1382602A	B1	A1276474A	GS4	148015811	RM-ED009
FY07	All	KDL-40P3000		SE2				185700111 (S)	1926006385	NA		A1498640A	B1			148015811	RM-ED009
FY07	All	KDL-40P3020		SE2	180256711	T400XW01-V0	AUO	185700011 (M)	1926006384	NA		A1382602A	B1	A1276474A	GS4	148015811	RM-ED009
FY07	All	KDL-40P3020		SE2				185700111 (S)	1926006385			A1498640A	B1			148015811	RM-ED009
FY07	All	KDL-40P3030		SE2	180256711	T400XW01-V0	AUO	185700011 (M)	1926006384	NA		A1382602A	B1	A1276474A	GS4	148015811	RM-ED009
FY07	All	KDL-40P3030		SE2				185700111 (S)	1926006385			A1498640A	B1			148015811	RM-ED009
FY07	All	KDL-40U3000		SE2	180256711	T400XW01-V0	AUO	185700011 (M)	1926006384	NA		A1382602A	B1	A1276474A	GS4	148015811	RM-ED009
FY07	All	KDL-40U3000		SE2				185700111 (S)	1926006385	NA		A1498640A	B1			148015811	RM-ED009
FY07	All	KDL-26P300H		SE2H	180256511	V260B1-L07	CMO	NA		NA		A1486565A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26P300H		SE2H								A1563485A	B1			148015811	RM-ED009
FY07	All	KDL-26P302H		SE2H	180256511	V260B1-L07	CMO	NA		NA		A1486565A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-26P302H		SE2H								A1563485A	B1			148015811	RM-ED009
FY07	All	KDL-32P300H		SE2H	180249411	LTA320WT-L06	SAMSUNG	178990711	LJ97-01327A	NA		A1486566A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-32P300H		SE2H								A1563484A	B1			148015811	RM-ED009
FY07	All	KDL-32P302H		SE2H	180249411	LTA320WT-L06	SAMSUNG	178990711	LJ97-01327A	NA		A1486566A	B1	A1276472A	GS2	148015811	RM-ED009
FY07	All	KDL-32P302H		SE2H								A1563484A	B1			148015811	RM-ED009
FY07	All	KDL-37P300H		SE2H	180252412	T370XW02-V5	AUO	178996211	1926006361	NA		A1486567A	B1	A1276473A	GS3	148015811	RM-ED009
FY07	All	KDL-37P300H		SE2H	180252421	T370XW02-V508	AUO	178996221	1926006179	NA		A1544166A	B1	A1531926A	GS3	148015811	RM-ED009
FY07	All	KDL-37P300H		SE2H								A1555344A	B1			148015811	RM-ED009
FY07	All	KDL-37P302H		SE2H	180252412	T370XW02-V5	AUO	178996211	1926006361	NA		A1486567A	B1	A1276473A	GS3	148015811	RM-ED009
FY07	All	KDL-37P302H		SE2H	180252421	T370XW02-V508	AUO	178996221	1926006179	NA		A1544166A	B1	A1531926A	GS3	148015811	RM-ED009
FY07	All	KDL-37P302H		SE2H								A1555344A	B1			148015811	RM-ED009
FY07	All	KDL-40P300H		SE2H	180256711	T400XW01-V0	AUO	185700011 (M)	1926006384	NA		A1486568A	B1	A1276474A	GS4	148015811	RM-ED009
FY07	All	KDL-40P300H		SE2H				185700111 (S)	1926006385			A1544167A	B1			148015811	RM-ED009
FY07	All	KDL-40P302H		SE2H	180256711	T400XW01-V0	AUO	185700011 (M)	1926006384	NA		A1486568A	B1	A1276474A	GS4	148015811	RM-ED009
FY07	All	KDL-40P302H		SE2H				185700111 (S)	1926006385			A1544167A	B1			148015811	RM-ED009
FY07	All	KDL-40T3500		WAX2FLC	180218411	LTY400HS-LH3	S-LCD	178992511	LJ97-01380A	NA		A1196582A	BE	A1184357A	G2A	147997811	RM-ED008
FY07	All	KDL-40T3500		WAX2FLC	180255312	LTZ400HA03	S-LCD	178950032	LJ97-00703D	NA		A1196582A	BE	A1184357A	G2A	147997811	RM-ED008
FY07	All	KDL-40V2900		WAX2FLC	180218411	LTY400HS-LH3	S-LCD	178992511	LJ97-01380A	NA		A1196582A	BE	A1184357A	G2A	147997811	RM-ED008
FY07	All	KDL-40V2900		WAX2FLC	180255312	LTZ400HA03	S-LCD	178950032	LJ97-00703D	NA		A1196582A	BE	A1184357A	G2A	147997811	RM-ED008
FY07	All	KDL-46T3500		WAX2FLC	180218311	LTY460HSLH3	S-LCD	A1251295B	LJ9700761C /-2C	NA		A1196582A	BE	A1184357A	G2A	147997811	RM-ED008
FY07	All	KDL-46T3500		WAX2FLC	180255212	LTZ460HA04	S-LCD	A1366329A	LJ9701378A /-9A	NA				A1184357A	G2A	147997811	RM-ED008
FY07	All	KDL-40D3400		WAX3F	180258011	T400HW01-VX	AUO	185700411	1926006380	NA		A1487857A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40D3400		WAX3F								A1487856A	BE1F			148015811	RM-ED009
FY07	All	KDL-40D3400		WAX3F	180248813	LTY[Z]400HA01	S-LCD	178983811	LJ97-01181A	NA		A1506864A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40D3500		WAX3F	180258011	T400HW01-VX	AUO	185700411	1926006380	NA		A1487857A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40D3500		WAX3F								A1487856A	BE1F			148015811	RM-ED009
FY07	All	KDL-40D3500		WAX3F	180248813	LTY[Z]400HA01	S-LCD	178983811	LJ97-01181A	NA		A1506864A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40D3550		WAX3F	180258011	T400HW01-VX	AUO	185700411	1926006380	NA		A1487857A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40D3550		WAX3F								A1487856A	BE1F			148015811	RM-ED009
FY07	All	KDL-40D3550		WAX3F	180248813	LTY[Z]400HA01	S-LCD	178983811	LJ97-01181A	NA		A1506864A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40D3660		WAX3F	180258011	T400HW01-VX	AUO	185700411	1926006380	NA		A1487857A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40D3660		WAX3F								A1487856A	BE1F			148015811	RM-ED009
FY07	All	KDL-40D3660		WAX3F	180248813	LTY[Z]400HA01	S-LCD	178983811	LJ97-01181A	NA		A1506864A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40V3000		WAX3F	180258011	T400HW01-VX	AUO	185700411	1926006380	NA		A1443030A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-40V3000		WAX3F								A1443030E	BE1F			148015811	RM-ED009
FY07	All	KDL-46D3400		WAX3F	180257911	T460HW02-V2	AUO	185700211 (M)	1926006382	NA		A1487857A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-46D3400		WAX3F				185700311 (S)	1926006383	NA		A1487856A	BE1F			148015811	RM-ED009
FY07	All	KDL-46D3500		WAX3F	180257911	T460HW02-V2	AUO	185700211 (M)	1926006382	NA		A1487857A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-46D3500		WAX3F				185700311 (S)	1926006383	NA		A1487856A	BE1F			148015811	RM-ED009
FY07	All	KDL-46D3550		WAX3F	180257911	T460HW02-V2	AUO	185700211 (M)	1926006382	NA		A1487857A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-46D3550		WAX3F				185700311 (S)	1926006383	NA		A1487856A	BE1F			148015811	RM-ED009
FY07	All	KDL-46D3660		WAX3F	180257911	T460HW02-V2	AUO	185700211 (M)	1926006382	NA		A1487857A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-46D3660		WAX3F				185700311 (S)	1926006383	NA		A1487856A	BE1F			148015811	RM-ED009
FY07	All	KDL-46V3000		WAX3F	180257911	T460HW02-V2	AUO	185700211 (M)	1926006382	NA		A1443166A	BE1F	A1268619A	G3	148015811	RM-ED009
FY07	All	KDL-46V3000		WAX3F				185700311 (S)	1926006383	NA		A1443030E	BE1F			148015811	RM-ED009
FY07	All	KDL-32D3000		WAX3H	180241111	LTZ320WH-LH2	S-LCD	178979511	LJ97-01029A	178979612	LJ94-01751E	A1248400A	BE1	147405212	Power unit	148015811	RM-ED009
FY07	All	KDL-32D3000		WAX3H								A1286516G	BE1			148015811	RM-ED009
FY07	All	KDL-32D3010		WAX3H	180241111	LTZ320WH-LH2	S-LCD	178979511	LJ97-01029A	178979612	LJ94-01751E	A1248400A	BE1	147405212	Power unit	148015811	RM-ED009
FY07	All	KDL-32D3010		WAX3H								A1286516G	BE1			148015811	RM-ED009
FY07	All	KDL-40D3000		WAX3H	180241411	LTY400WH-LH1	S-LCD	178977111	LJ97-01042A	NA		A1248400A	BE1	A1267276A	G3	148015811	RM-ED009
FY07	All	KDL-40D3000		WAX3H								A1286516G	BE1			148015811	RM-ED009
FY07	All	KDL-40D3010		WAX3H	180241411	LTY400WH-LH1	S-LCD	178977111	LJ97-01042A	NA		A1248400A	BE1	A1267276A	G3	148015811	RM-ED009
FY07	All	KDL-40D3010		WAX3H								A1286516G	BE1			148015811	RM-ED009
FY07	All	KDL-46D3000		WAX3H	180241311	LTY460AD-01	S-LCD	178978711 (L)	LJ97-01001A	NA		A1248400A	BE1	A1267276A	G3	148015811	RM-ED009
FY07	All	KDL-46D3000		WAX3H				178978811 (R)	LJ97-01002A	NA		A1286516G	BE1			148015811	RM-ED009
FY07	All	KDL-46D3010		WAX3H	180241311	LTY460AD-01	S-LCD	178978711 (L)	LJ97-01001A	NA		A1248400A	BE1	A1267276A	G3	148015811	RM-ED009
FY07	All	KDL-46D3010		WAX3H				178978811 (R)	LJ97-01002A	NA		A1286516G	BE1			148015811	RM-ED009
FY08	All	KDL-40X4500		EG1H	180277811	LTY[Z]400HC02	S-LCD	185704612	LJ97-01577B	185723511	LJ9402389F	A1568320A	FBA	A1552097A	G6	148089512	RM-ED012
FY08	All	KDL-46X4500		EG1H	A1568135A	LTY460HE05	S-LCD	NA		NA		A1568320A	FBA	A1552101A	G6	148089512	RM-ED012
FY08	All	KDL-55X4500		EG1H	A1568136A	LTY550HF01	S-LCD	NA		NA		A1568320A	FBA	A1552103A&A1552105A	G6 & G7	148089512	RM-ED012
